label,full_text
0,kecewa wkwkwk
0,pelukk olipp enggak tau apa bikin sedih
0,iya mana xspace echo aku tinggal 1 createnya sedih banget baru xavi doang r1
0,harusnya gimmik pembullyan gagal
0,sedih enggak yang nemenin
1,bertahuntahun selalu berusaha positif meskipun banyak masalah sekarang titik fase pengin nyerah sama hidup takut mati belum punya bekal apa-apa buat di akhirat bingung apa
1,aku gapeduli bekal nder kayak e deh siap mati aku
0,caa kon gaoleh berburuk sangka nang tuhan kon gaole hidup ambisi sumpah gapopo merasa kecewa nang seng penting awmu wes mencoba uripmu enggak selalu keadaan beruntung cik ojo ngandalno hoki koyok ngeneki sopo seng ate obah lek enggak awmuu dewe
0,eh kok sedih
0,kalau ppn gagal naik gua bukan yang harusnya membahagiakan ya memang harusnya enggak naik kadang kidding masyarakat kebijakan pemerintah mengelu2kan yang seringkali bikin susah dengan kebijakan sendiri
0,dibikin stres sama euno jadi rontok rmbutny
1,sedih pengin kumpul keluarga benar benar keluarga besar disini berasa terasingkan
1,kepikiran mau nyerah sama hidup kayak begini terus benar capek kalo kalian bilang aku enggak bersyukur iya enggak apa-apa keadaan bertumpu aku semua
0,hahaha jubir pdip macam begini caleg gagal penting teriak keras tak tahu malu gas pol no rem
0,sedih banget coyy
1,siapapun kasih aku kata-kata penyemangat please rasanya capek banget mau nyerah takut masuk neraka
0,gue lihat ucapan selamat tahun baru tl sedih
1,maaf enggak menahan soalnya merasai sama payah banget enggak masa begini nyerah
0,pulang kerumah sama kayak ngekost cuma sendirian dirumah
0,katanya gagal bagian kesuksesan
0,aku merasai nafsu makan tinggi h11 sesuai jadwal emosi enggak jelas menangis galau sedih apa dari h7an eh telat 7 hari akhirnya pecah telooooorr
0,saatnya aku benarbenar pergi puisi terakhir kutulis 2024 sekaligus kuharap puisi terakhir kamu kesatria kesepianku maaf selamanya tak jadi milik
1,gais yang mau jadi someone talk aku enggak aku enggak semangat hidup kayak rasa pengin nyerah btw sender cewek wajar gaya
0,sedih banget lagunye ahhaaha
1,mau nyerah banget guys help
0,baru kali merasa bersalah lihat badan seungmo
0,kalo benar kamu ambil mbak kamu jahat banget ege padahal pas pertama kali ketemu aku pulang kamu melihat kan aku pakai jaket terus kamu tega ambil jaketku saja kalo memang benar sedih banget jirlah disclaimer aku enggak maksud buat merendahkan pekerjaan orang
0,makasihhh ayangg memang elon biasa begitulah aku deh pasrah teruslah berkarya sinii bebb eaa
0,adek sendirian awas diculik
0,terima kasih seventeen sudah nemenin 2024 terima kasih buat lagulagu buat aku semangat hari terima kasih bukan konten kalian ngehibur orang kesepian enggak lupa buat tementemen mutualan aku sini aku mau mengucapkan terima kasih buat
0,sedih dikit new year netfku malah enggak tapi yaudah aku jadi baca novel
0,nder baca buku yuk aku selalu baca dikala aku merasa pengin nyerah
1,sumpah 2024 gue sedih sedih mulu
0,tiap sedih selalu mendengarkan nyanyi ballad anehnya bukan tambah sedih melakukan malah jadi tenang serasa diayun ayun
1,kepedulian buat memperbaiki diri sendiri enggak capek
1,gua nyerah rasanya enggak mau peduli apakah bisa nikah kagak
0,kalo enggak respek berarti kecewa bangey
0,sedih eh bila stray cat makan nak belai dulu even dia tengah lapar
1,jujur sejauh kalo posisi si kayanya gua nyerah capek jadi juga enggak enak perang sama diri sendiri lagi masalah hati pikiran terus enggak sejalan
1,hidup damai tua malah hampir bunuh diri nyerah usia muda
1,5 semangat hidup nyerah hidup kalo semangat im good at hiding and strategy kalau nyerah langsung lemparin diri zombi
1,drama banget maju mundur mau konseling kayak susah cari tempat bisa merasa safe soalnya mau diceritain tentang orang-orang terdekat which di rumah
0,11 november ngebolang sendirian bandung nyaris lolos skd cpns mamam beda satu poin jadi kpps pilkada sibuk banget sibuk
0,aw gapapa teringat kayak asal enggak bikin kamu sedih
1,takutnya kedengaran apa jadi masalah capek banget asli sama diri sendiri pengin nyerah anjay
1,hai nder aku lagi titik merasa enggak berguna enggak yang dibanggakan selalu merasa takut buat ngelangkah hari aku menangis terus mencari hiburan sosmed biar berenti nangisnya nder jangan nyerah dulu kita berjuang sama sama sabar
0,babay jajanan tahu 2024 po yzy r2 ob r5 ob menunggu hampir 1 tahu gagal pulang kena scamm sepertinya seller sana enggak respon jajan pulpen jaywon gagal karena enggak engah kalo ada tax padahal mlototin go akhirnya kena denda 30k yowis ambill pena nya
1,lucu banget hidup sudah pontang panting mencari apa salah sama diri gue mikir kesanakemari menyalahkan diri sendiri eh ternyata bukan gue salah takdir gue enggak sesuai keinginan kalo begini mah gue mau usaha kayak begimana ya allah enggak kuat mau nyerah
0,kenapa ngira gue galau bjir
0,sedih umurku mau 16 dari dulu sekarang takut petasan
1,enggak tau sekarang gampang lemah enggak dulu ada masalah bisa lewatintapi kali capek kali rasanya pengin nyerah pengin menghilang tapi tadi memberanikan diri berdoa sama tuhan mengeluarkan apa menumpuk isi pikiran
0,iya kita pasrah serahkan ke allah
1,enggak aku kalo merasa capek sudah enggak sehat buat diri aku sendiri aku bakal nyerah
0,semoga dihilangkan bikin gelisah
0,keluarga teman menemani hari hariku baik senang maupun sedih kehadiran bangtan sebagai pelengkap bersyukur banget tahun 2021 kenal bangtan amp bertahan sekarang semoga suatu hari bisa bertemu langsung bangtan
1,sudut kamar aku terbaring menatap langitlangit rumah sudah tua luar kamar terdengar gemericik irama hujan isi kepala melanglabuana mencari pradugapraduga kebaikan masa depan ku berserah pasrah tak berdaya upaya 2025 aku berdaya berupaya
0,inti segala harapan2025 berdamai cukup 2024 tahun terpuruk banyak galau jomblo disia2kan mencintai sepihak ekonomi anjlok stres banyak sakit ibadah enggak maksimal 2025 lebih baikkk amin gaymakassar
0,alah goblok tahun depan wegah aku excited sendirian cok
1,capek banget allah pengin tidur ngantuk banget sumpah sama sekali enggak yang mengerti posisi aku sama sekali semua memikirkan egonya masing aku bisa diam
1,mungkin kalau enggak abang aku mati kali karena aku selalu niat mau bunuh diri pegang pisau malahan aku enggak nyerah pacar bisa kasih hidup baru diri aku
1,guys kasih aku alasan buat enggak nyerah capek banget hidup banyak masalah pas curhat malah diblg kurang ibadah diblg kurang bersyukur paling parah dihakimi ah doang wkwkwk aku enggak kuat suer
0,2024 best year walaupun banyak nangisnya
1,guys aku nyerah hidup gapapakan aku capek sesek hidup begini enggak tempat cerita aku selalu mendem semuanya titik terendah aku rasanya pengin nyerah im donee
0,ujannya lanjut bubar bubaaarrr gagal deh smuanya tutup 2024 ujan bye twenty twenty four
1,tahi gue habis pulang makan terus beli obat buat jaga2 malah dibilangin sama masnya semangat kak kuliahnya jaga kesehatan sehat sehat kak taaaaaiiiiiii wkwkwkwk gue nyerah sama diri gue sendiri malah dibeginikan coba wkwkwkwk kocak ajg hidup
0,penghujung pergantian tahun aku sedih seperti enggak pedulikan sama pasangan padahal aku meminta baik-baik spaya temenin aku dia alasan lihat pesta kembang api dikamar malamtahunbaru2025
1,mulai kerasa hampa 2025 i should be happy right aku takut ekspektasi keluargaku orang-orang sekitarku tahun depan aku 26 ya kayak aku banget capai target2
0,miris banget kamu cinta sendirian
1,ngundurin diri nyerah enggak dipecat2 dipercaya dipecat enggak layak buat kerja situ pengin aku dipecat mungkin enggak memenuhi standar rela aku seenggaknya dinilai memang enggak layak jadi buat apa aku sudah capek banget rasanya anjing
1,pikiran kalo sedih banget rasanya pengin banget nyerah di sisi harus tetap bertahan cuman menunggu waktunya kalo enggak diri sendiri nguatin siapa capek banget
1,sering banget mikir sebenarnya kadar toleransi mana kalo dirasa hidup belum mencapai apapun bahkan sampai di usia segini boleh enggak nyerah pengin banget egois mentingin diri sendiri ujungnya tetap enggak
1,merasa jauh banget kata cukup diri sendiri capek mau nyerah lagi lagi jungwon entah mau parasosial living whatever benaran jungwon seberharga buat aku terima kasih terima kasih banyak jungwon
1,hidup difase pengin nyerah krisis kepercayaan sama diri sendiri menangis ngeluh sendiri malem2 solat berdoa paginya iseng notif pas dibuka cukup relate sama apa dirasain menangis dikit
0,nichdulu mulutnya berbusa busa kritik sana sini dalih rakyat nkri sekarang rakyat susah ekonomi terpuruk tenang adem ayem mlempem mulutnya enggak koar 2 kenapa
1,guys aku mulai hopeless kehidupan aku mulai capek berharap berdoa 3 menasihati aku guys
1,tanyarl meminta kasih aku harapan buat tetap ngejalanin hidup aku capek
1,19 jangan berusaha nenangin diri pergi keluar masih rumah jadi mencari tempat untuk mencari suasana tempat seblak sendirian niatnya mau lampiasin ke rasa pedas bahkan tempat seblak menangis
0,penyebabnya hujan turun bukanji dewa sedang sedih pertanyaan tolol pertama 2025 hahaha
0,yes bad ending semua manusia punya hak buat kecewa semoga segera pulih tumbuh cinta baru
1,page 366 of 366 alhamdulillah msihh hidup msihh waras ditengah lingkaran toxic
0,mau bagaimana ini ngejar tamat dulu setelahnya pasrah deh
1,nyerah deh enggak mau menuntut apapun ke diri sendiri cukup bertahan hidup kayak begini
0,kayak sedih banget meninggalkan 2024 padahal tahun banyak sakitnya
0,semoga tulisantulisan tidak seberapa bisa cukup menemani kembalinya kuatmu ya hehe meminta maaf bisa kayak penulis lainnya selalu punya waktu update aunya karena lagilagi aku banyak cemas patahnya
1,yaallah capek banget nyerah sama diri sendiri sih ceroboh sepelupa
0,kayak sedih dah
1,deh nyerah gue hidup mau diapakan enggak bunuh diri sendiri biarkan atur skenario nya respon gue bakal sekenanya kalo baik gue balas baik kalo enggak yauda bodo deh
1,makanya gua merasa capek banget kadang gua mau nyerah 8th grade fuck tapi makin kesini gua makin faham gua baru pertama kali hidup gua enggak melakukan gua mau yang enggak terlalu ngepush hard nyiksa diri gua sendiri capek mengatai diri sendiri
0,kumpul orang-orang gagal
1,capek mengafirmasi diri sendiri tetap semangat enggak nyerah aku deh enggak kuatt mengurus rumah segede sendiriii cokkk mana halaman depan gugur muluu daun daun nya capeqqqq haqiqi
0,adanya kalian bakal hampa banget adanya kalian aku cerita sharing seharian ku love lu much oll
1,capek banget tau enggak pengin nyerah banget coba bundir enggak masuk neraka
1,capek pengin nyerah itu cuma omong kosong enggak aku egois buat memikirkan diri sendiri memikirkan orang
1,gua sering pengin nyerah kayak gua merasa hidup buat diri sendiri jadi kayak yaudah its all on me wkwkw
0,dulu punya burung love biru apa lupa diikutin lomba ternyata menang dpet juara terus uang dengan entengnya aku meminta traktir makan ramen habis makan aku merasa bersalah harusnya uang bisa gunain buat hari-hari kedepan
0,lelah banget
1,pengin banget nyerah kayak yaudah gua tinggalkan semua terus balik hidup berantakan kayak dulu berusaha enggak memikirkan itu semua mendem gua takut banget takut enggak nyelametin diri sendiri
1,nyerah hidup enggak tapi kalo bundir katanya enggak diterima allahtapi capek teken sana sini terus
1,kalo visualisasiin kayak berdiri tengah orang jatuh bunuh diri gedung tertinggi alias sekurang baik orang lingkngan sekitaran gua kayak semua punya masalahnya masing yang bahkan banyak mulai nyerah saking capenya sama hidup
1,sama enggak salah sumpah enggak salah gue salah jadi ngebandingin diri sendiri makanya enggak pernah buka sg orang itu aku capek capek menahan pikiran buat enggak pengin bundir mau hidup enggak mau nyerah tapincapek sedikit deh
0,menyerah saat
1,enggak enggak yang spesial sama sekali gua cuma bangga sama diri sendiri memilih tetap menjalani hidup aslinya mau nyerah
0,mulai pengin menangis merasa kesepian
0,sedih banget chatku dicuekin sama blue dua jam
1,gue capek anjir gue capek nyerah enggak
1,hi dear capek of course kayak merasa kosong bahkan merasa kayak hambar enggak punya perasaan nyatanya capek perasaan tempat ternyaman ngeluh memang cuman allah ica cpek banget mau nyerah tpinya rugi diri sendiri jadi aku apakeep spirit
0,sedih banget habis baca translations fancall mingi
1,ya tuhan nyiptain gue jadi orang enggak sabaran allah kadang capek banget sama diri gue sendiri sih kayak dikit dikit marah dikit dikit nyerah
1,capek tiap hari nguatin diri sendiri biar enggak nyerah tiap hari ada banyak alasan buat nyerah
0,kalau merasa hidup berat selalu mengomong diri sendiri sabar kuat bisa jangan rapuh jangan lemah jangan nyerah tetap bertahan sambil menangis ngusap air mata dada rasanya sesak ternyata nguatin diri sendiri sakitnya luar biasa
1,capek banget enggak hidup nyerah banget gue
0,lebih tenang sendirian
1,capek banget hiduppppppp rasanya mau tidur menangis sudah capek
0,aku enggak pengin kalian merasa sendirian
1,merasa diri capek enggak kuat beban segalanyaa kalo aku nyerah bagaimana keluarga ku menanggung nya
0,intinya mah duanya salah satu terlalu nutup diri enggak mau dibantu sembuh satu capek jadi nyerah enggak kekontrol betul plus minusnya masing-masing tinggal bemana saling menerima tapi deh teelambat telloree
0,hai capek banget istirahat cukup banyak minum air putih makan banyak jangan siksa diri kamu sendiri iya tau berat banget sabar tetap bertahan jangan nyerah saja kamu hebat banget bisa bertahan sekarang proud of you
1,anjing merasai sesenggukan pusing capek banget sama diri sendiri kadang kayak pengin nyerah sama hidup haha
0,afirmasi diri sendiri di fase capek enggak tau mau nyerah apa bagaimana sekarang mau ikuti arusnya air
1,love yourself tahi nyiksa diri sendiri hobi hidup hidup capek banget mau nyerah tuhan mau gue hidup kayak nya
0,sayang sendirian nih
1,pengin cerita malam terakhir 2024 jujur gue kecewa sama tuhan enggak pernah adil2nya kayak sengaja buat hidup gue susah terus kayak makin gue taat makin gue ibadah makin gila2an perkara hidup gue huh enggak tuhan nyata enggak kenapa enggak pernah di hidup gue
0,liiin taunnya mau ganti akunya stuck 8324 maaf belum menyempatkan samperin lina rumah baru sedih taunnya ganti enggak lina sini miss you a lot liiin
0,sama takut menghadapi kedepannya bagaimana kalo berusaha semaksimal mungkin melihat hasilnya kita enggak kecewa kita sudah memberikan terbaik intinya bersyukur semuanya sandyourheart
1,orang orang capek duluan sama aku bedanya kalian nyerah denganku aku gaboleh nyerah sama diri sendiri
1,gue asli nya enggak suka ultah gue suka tiup lilin dengan gue merayakan diri gue masih bertahan di hari selepas 4 tahun lalu gue hampir nyerah sama hidup tiup lilin bareng gaya hppy bday lu gaya
1,aku enggak tahu marah sama siapa aku pengin nyerah rasanya capek banget kayak begini terus
0,orang mah mau udahan galau akhir tahun mau dibuat galau
0,sedih banget jadi anak rantau an
1,menarik diri lingkungan cuma ngerem dikamar akhirnya didiagnosis depresi sama dokter memang pada saat hamba kehilangan harapan enggak punya tujuan hidup enggak berani cerita sama siapapun is another level of pain kepikiran buat nyerah sama semuanya
1,kalo capek banget selalu sisi diri gue nyuruh buat enggak nyerah gue enggak mau nyerah enggak mau gagal hidup cuma sebentar
1,orang tuanya sampai nyerah terus harus bantu bagaimana better bundir deh menjalani hidup lo enggak usah meminta cowok tanggung jawab urus anak lu sendiri siapa tau ada cowok yang mau menikahi lu lihat se problematik apa hidup lu masa lalu
0,baik banget cantik banget enggak peres gue memang lu teman pertama gue as a writer gue happy sekali ketemu lu huhuhu iya jangan lupa soal tulisan lu enggak pernah gagal meruntuhkan pondasi hati pussy gue i love you bell please hidup lebih lama gue mau ketemu lu
1,kasih sender alasan buat bertahan hidup please capek banget pengin nyerah enggak kuat
0,huft sedih banget maaf kelihatan galak padahal memang susah akrab orangnya terima kasih mau berteman sama gue mila gue happy banyak mengobrol sama lu tahun btw jangan rebut kekasihku dino
1,proses skripsian mengajari aku buat bertahan berkali2 aku pengin nyerah enggak cuman nyerah soal gelar juga soal hidup berkali2 mencoba mengakhiri diri terus aku ingat kalau aku begini apa aku enggak menyesal karena aku pengin cuman lukanya hilang
1,bundir hmm gue enggak tau seberat apa masalah sih gue ketik panjang lebar begini gue kenal orang nyaris nyerah berhasil lewatin enggak mulus setidaknya berani menghadapi konsekuensi setiap pilihan hidup well done yang tetap hidup meski enggak mudah
0,aku sedih banget benaran huhuhuhuhuhu
1,salah enggak nyerah cuma gara gara capek jujur aku sering capek sering banget kali capeknyo luar biaso dk ado kato sedikit aku lebih baik dio aku sekarang ngeraso ck aku ngemis samo dio ck bukan jati diri aku mak tapi ku ubah cuma untuk bertahan
1,sebenarnya aku enggak kuat hidup tuhan selalu mengingatkan kalau aku mencapai titik enggak mudah tuhan enggak mau aku nyerah melihat perjuanganku hingga mencapai titik sekarang walaupun aku sering menyakiti diri setidaknya itu bikin aku tenang
1,gua enggak pernah berani ngelukain diri sendiri kalau hidup capek merasa berat banget paling cuma mikir pengin nyerah sesekali kepikiran buat suced tapi enggak tau enggak pernah berani ngelakuinnya
0,totally lelah
1,semenjak nikah mental hancur suami keluarganya nguatin diri enggak tau memaksakan sejauh mana kalo enggak ingat umur orang tua sendiri ingin banget nyerah kalo enggak ingat keluarga ingin banget berenti sama hidup
1,enggak ngebayangin rasanya kalo diposisi sender gua kaya melihat diri sendiri pengin nyerah ngakhirin hidup
1,aku benaran hopless sama hidup aku kerja begini begini enggak pencapaian apapun hidup kesepian jauh keluarga gpnya pasangan teman dikit suka sedih kalo lihat orang orang sedisayang sudah capek menangis kalo maaf lewat tl kalian maaf jadi bawa vibes sedih begini
1,umur 19 tahun baru teaser cobaan hidup terus menginjak umur 20 keatas enggak tau deh kayak difucked up sama kejamnya dunia endless cobaan entah kapan berakhir malah baru permulaan pertengahan 20s makin sadar orang banyak nyerah
0,kecewa besar
1,jujur ayaa cuma takut diri aya sendiri nyerah capek terus habistu ayaa gaakan mencoba memperbaiki takut benaran takut banget aya bakal
0,2024 berakhir cerita remaja kesepian menemukan cinta nya member jeketi
0,enggak apa-apa enggak sendirian
1,tau selfharm aku sadarr banget kalo banyak lebih susah aku koko tiap malam aku pengin nyerah terus aku enggak terbuka menangis bhkan sekedar cerita aku enggak aku cuma lampiasin nya selfharm berpikir kalau lebih enggak
1,rasanya hopeless pengin nyerah
0,kecewa sih disuruh menyusul jogja buat holiday bareng dibookingin room dibeliin tiket kesini sianjing malah nawar mau mengajak boti mana bilangnya adik gayjogja
1,gua merasa hidup enggak adil banget gua pengin marah allah rasanya harus hidup kalo semua isinya masalah memang dikira gua enggak capek pengin nyerah
0,jangan sedih dong rit
0,part ahdhfjfj stres relate banget sama angelvoice
1,capek nyerah enggak pokoknya capek capek banget pengin menangis didepan semua orang pengin teriak pengin tau kalo diri sedang menjaga mental tetap waras tidak melukai diri sendiri capek banget asli
1,takdir ku enggak sbgus orang banyak takut diri gue memaafi bangtan dicoba apa langsung nyerah duluan ragu sama diri sendiri se trauma kah hidup ku
1,benar merasa hidup suka memikir dulu dulu kayak nafas susah pening banget buka mata susah sampai sekarang walafiat banget terima kasih sama allah kedua sama diri sendiri waktu kapanpun enggak nyerah selalu kepikiran nyerah huhuh melow banget
1,hampir nyerah sama hidup merasa dunia enggak berpihak aku pernah dititik enggak tau tujuan hidup buat apa kepala berisik cuma peluk diri sendiri waktu mau melakukan gila hp gue menemukan rony gue enggak tau kalo itu enggak dengar rony jadi apague
0,gue mau magang allah sedih banget sudah selesai
0,benar banget my favorit duo orang menarik atensi gue awal teaser muncul eh ternyata malah jadi leader bareng awal eps itu selalu paling santuy timnya tiap yang kalahgagal terus kelihatan banget sedihkecewapaniknya selaku yang calming
1,tau tanyarl kasih masukan kasih alasan aku mesti bertahan hidup gaboleh bundir aku capek guys
0,cuma pasrah sama letterboxd year review enggak semangat sinema tahun
1,aku mau curhat dikit aku kehabisan semuanya enggak tau mau meminta siapa buat pegangan makan sudah enggak enggak mampu lihat bapak ngeluh juga tolong semangatin aku fikirannya bundir mulu soalnya tanyarl
0,assalamualaikum bulan kelahiran januari 2025 semoga kayak hati karir rejeki ibadah bahagia 2024 mungkin banyak halhal kecewa banyak menguras energi mental gapapa gagal semoga tahun 2025 tahuntahun kedepannya aku bahagia menemukan jodoh tepat
1,kalau aku sampai pintu surga kamu sedih enggak
0,akhir tahun happy ngumpul sama teman prantauan jadi enggak merasa sendirian soalnya tahun kemarin cuman tidur enggak ngapa
0,liiin taunnya mau ganti akunya stuck 8324 maaf belum menyempatkan samperin lina rumah baru sedih taunnya ganti enggak lina sini miss you a lot liiin
0,pertama kali menonton sendirian htmambgd menangis banget pertama kali buat claay seru walupun capek aku duduk berjam jam paper bag gede isi seuprit biar terlihat keren dek trip bersama 410 super seru kangen kalian
1,nyerah enggak apa-apa
0,me too wkwkwk walaupun maju mundur stres kayanya nggaa papaaa soalnya nggaa hamil kewajiban
0,bahagia sedih
0,gua sedih banget kali gua error kagak mendengarkan spess mana kagak keluar dari spess nya tolongin gimanaaa bahkan mau pindah akun satunya enggak
0,baru dosa pertama kayak begini
0,astagfirullah kemarin pas tau kabarnya sakit gue sedih banget orang bisa jahat banget
0,maaf nyamber anjir benaran ada sedih sedihnya
1,cewek stres bundir jujur gua merasa stres gue merasa enggak kuat pengin nyerah hari rasanya hampa istirahatin diri sudah enggak mempan rasanya lelah terus gue rasanya pengin bundir bagaimana caranya buat alihin rasa stres
1,kalau ditnya duit lu kerja 3taun lebih pesangon jawaban nya buat bantu orang tua gue all of sekarang pemecatan struggle banget cari kerja berat iya capek iya stres iya pengin nyerah pernah pengin bundir alhamdulillah enggak dilakuin life goals bertahan hidup
0,tetap hidup dey capek banget pasti gapapa rehat dulu banyak pengin diwujudin harus ketemu seventeen harus bilang terima kasih langsung jeonghan jadi seberat apapun harus tetap hidup dilarang keras nyerah sama diri sendiri
0,ayo ripith jangan nyerah duluuuu kesempatan seumur hidup tentu datang 2 kali now orang never teriak kalau mau teriak kencang yakinlah sama diri sendiri ayo mukanya garangin olympics paris2024 badminton
1,semangat hidup gua hilang buat diri gua sendiri gua bertahan buat orang orang gua sayang walaupun belum sayang sama gua hidup ternyata sejahat loh gua coba terus lewatin makin susah bikin gua selalu mau nyerah kenapa enggak sekalian akhirin
1,hidup harus berhasil boleh gagal nyerah enggak yang penting berusaha kan capek tau nyemangatin diri sendiri buat kuat
1,iya tau gue memang enggak pantas mendapatkan segala tanpa diperjelas gue sadar diri persetan sama hidup bajingan capek banget rasanya nyerah kali
0,orang sudah nyerah sama rl dan memilih buat hidup dunia imajinasi hobinya bisa punya pikiran kalo enggak perlu berpartisipasi rl sama anggap diri orang luar enggak sama kayak orang normal
1,gue sebenarnya enggak kuat rasanya gue pengin nyerah pengin udahan capek kalo diperiksa benaran kena mental rasa percaya diri gue benaran 0 gue bingung bagaimana gue enggak sekuat
0,ada niat buat bundir bundir menyarankan mengapai dulu
0,allah nyerah enggak bisa enggak bundir enggak masuk neraka
1,sih doa ibu paling manjur padahal ibunya kayak babi enggak kayak ibu kalian mau kayak bagaimana tetap salah dimata wkwkw mana tukang selingkuh mulutnya enggak dikontrol kalo mengomong kalo marah mengambeknya kayak anak umur 20an andai bundir enggak dosa gais
0,kamu sih isi kepala liar stres ppn naik berjamaah iya new year eta terlalu liar enggak enak kalo enggak ikrib irporp entar bikin gokon ah chara ameh siapa masukla kalo ada pawang
0,besok besok bisa ketemu enggak hehe sedih banget
0,anjir mukanya pasrah banget
1,nyerah enggak aku capek enggak kuat rasanya
1,sama pengin nyerah rasanya
0,seekor anjing menjaga rumah sendirian sebuah desa terpencil yeonggwang provinsi jeolla selatan usut punya usut rumah adalah tempat tinggal seorang penumpang tertua jeju air 80 tahun lagi berlibur bersama keluarganya liburannya dimaksudkan
0,sama kucingku suka takut stres dengar suara kencang
1,bukan cuma lari mencoba melawan diri sendiri duh aku capek banget nyerah enggak menjaga heart rate stabil susah menjaga form lari pola nafas banyak harus diperhatikan semoga istikamah berlari
1,kadang aku capek meyakinkan diri kalo cuman 1 buruk 99 buruk yang bakal datang kalo nyerah sekarang bagaimana 99
1,capek mau nyerah sama diri sendiri enggak
0,baca ai jadi ingat dulu pas mulai sama-sama nyerah sama mantan jauh jauhan saling sibukin diri explore hal-hal baru pacar baru seagama aku dapat pengalaman hidup wkwkwk contoh akhir bersama
1,kalo gua bundir bokap gua sedih anjir sudah nyerah paling serius capek banget
0,samasama merasai susahnya mengontrol diri buat enggak makan manis sulit banget buat disiplin masa nyerah enggak aku belajar kerjasama sama badanku kita kan hidup sehat kan diri sendiri kalo gagal jangan nyerah coba perbaiki mindset
1,allah benaran nyerah terserah mau diapakan hidup ini benaran nyerah capek enggak fight bahkan fight diri sendiri sudah terlalu capek please udahhhhhh capekkkkkkkk
1,ternyata capek rasanya mau nyerah lebay memang baru otw 2 minggu gedung sudah capek banget selama bertahan cara nguatin diri sendiri kalau bisa jil terlewati dan berbagai katakata positif lainnya huhu
1,jadi gue sama pacar gue pacaran 2taun jir gue malas banget sama karena toxic gue minta ptus selalu ngncem gue contohnya bkl dtng rumah gue kalo gue memutuskan dia bakal mabok bkl bundir pkonya ngancem terus smph capek banget gue bagaimana
0,iya gagal
0,iya abang ada sedihnya sedih banget taunya khayalan
1,dunia kejam banget sama aku bahkan keluargaku sendiri bikin aku tertekan enggak aku nyerah sekarang
0,jangan nder ayo bangkit semangat
0,dicek akun gue buat nyambat kejamnya dunia kalo buay nyerah enggak dulu deh banyak makanan pengin gue cicipin
0,aku lahir nder
1,rasanya tiap mau nyerah selalu ingat hidup enggak cuma buat diri sendiri buat ibu bapak mega
1,jadi juli kan diakhiri aku kecewa berat sama diri sendiri dibilang nyerah sama hidup banget titik 90 nyerahnya tadi bangun tidur keingetan hampa begini enggak yang aku kejar mengapai cuma kena rem karena keingetan
1,ritual tidur selalu menangis dulu capek kasihan sama diri sendiri gaboleh nyerah
1,maaf kalo selama terlalu sering meminta dimengerti padahal diriku sendiri belum cukup mengerti maunya diri capek semuanya di titik terendah enggak kepikiran apaapa lagimau nyerah tanggung mau lanjut takut gasanggup
0,jangan nyerah nder ayo samasama tetap bertahan menjalani hidup nder semangat
1,di fase bingung mau mengapai
1,allah lelah rasanya ini terusrasanya pengin berpindah alam sajaapa kau berkenan memanggil ku
0,ternyata mengapai gue galau selama
1,lu pernah enggak rasanya diri sendiri kayak capek banget rasanya jalan satu2nya cuma nyerah sama hidup pikiran enggak positif mau bundir begitu rasanya sholat enggak pernah skip gua sangat butuh pertolongan tuhan buat mints jalan keluar
1,benar apa semakin bertambah umur hidup makin melelahkan tanggung jawab makin menggunung diri sendiri terhadap mau nyerah enggak hanya berhenti sejenak terus mesti banget berjuang doakan anak tengahmu selalu apa
1,abaikan keluh kesah gue lewat tl kalian oiya gue meminta doa nya gue kuat menghadapi semua masalah terus menerus berdatangan hidup doa gue supaya gue enggak nyerah sama dunia amp diri sendiri
0,i love you gaes terimakasih mau berteman sama aku sehat bahagia banyak uang pasangan baik belum punya lancarkan segala urusannya di 2025 kita tutup segala sedih sakit yang bikin capek di 2024 menuju 2025 lebih baik amin
1,mungkin yang dulu melihat tujuan hidup tersenyum memiliki anak suami bahkan teman kita enggak tau selama perjalanan bakal seberat
0,sakit hati kecewa
0,enggak excited malam sedih malah
0,huhu pertama kalinya enggak tahun baru bareng keluarga biasanya rayain bareng mojok sendirian kost mau uas
0,mau berubah buat satu sama berdua berkorban sama banyaknya hubungan mereka yang enggak direstui keluarga konservatif mereka itu disinilah letak sweet sedih nya
1,nemu sekarang mikir apa gue dulu sokan jawab mau pengin tau rasanya hidup dunia ah entahlah
0,sedih senang bersama
0,gua sedih ditinggal 2024 banyak banget kenangan nya
0,mengapai harus pura pura padahal hidup apa adanya jauh lebih tenang
1,knpya rasanya kayak lega banget lega hampa kosong enggak tau deh padahal tahun lalu kalo new year enggak begini deh aku merasa bangga sama diri sendiri kuat tahun tahun depan lebih kuat ya
1,aku bingung ini apa dulu membuatku mengatakan sanggup hidup baik apa aku lihat kehidupanku semua kualami sejak kecil lebih banyak kenangan buruk menyakitkan
1,seandainya tau kisikisi bakal disiksa apa nyerah dulu terus langsung perbaikan diri capek banget
1,capek sama diri sendiri kecanduan gegara kesepian niat cuma pengin mencari kesenangan selepas kerja malah sekarang jadi kecanduan terus merasa bersalah sudah buang waktu perasaan bersalah bikin pesimis nyerah sama keadaan
1,aku takut setiap aku stres sedih bakal langsung mimisan sama batuk dada kiri aku nyeri njuniee padahal aku rajin minum obat injuniee aku suka nyerah sama diri aku aku suka nyerah atas hidup aku aku lihat kamu
